org,org_conviction,org_country,continent,indiv,indiv_type,categorized,cat_agw_opinion,cat_occupation,cat_organisation,cat_relgion_opinion,cat_topic,country,wiki_type_x
american conservative union,unconvinced of agw,usa,north america,vincent galatro,members,person,,,,,,,
american conservative union,unconvinced of agw,usa,north america,jennifer needam,members,person,,,,,,,
american conservative union,unconvinced of agw,usa,north america,elizabeth neaton,members,person,,,,,,,
american conservative union,unconvinced of agw,usa,north america,joseph logue,members,person,,,,,,,
american conservative union,unconvinced of agw,usa,north america,j. william lauderback,members,person,unconvinced of agw,,,,,,
american conservative union,unconvinced of agw,usa,north america,james inhofe,members,person,unconvinced of agw,,,,,usa,own_page
american council for capital formation,unconvinced of agw,usa,north america,mark a bloomfield,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,margo thorning,members,person,unconvinced of agw,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,mari lee dunn,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,pinar cebi wilber,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,mike burita,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,john maguire,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,bill archer,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,mark a. bloomfield,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,cavaney,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,kenneth m. duberstein,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,reagan,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,john engler,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,glenn english,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,robert w. galvin,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,william h. gray,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,donna a. harman,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,m. christine jacobs,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,james r. jones,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,jim kolbe,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,thomas r. kuhn,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,donald l. lucas,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,frederic v. malek,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,dave mccurdy,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,william j. mcdonough,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,kyle e. mcslarrow,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,don nickles,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,michael g. oxley,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,gerald l. parsky,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,richard w. rahn,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,david rehr,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,william d. ruckelshaus,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,george p. shultz,members,person,, politicians,,,,,
american council for capital formation,unconvinced of agw,usa,north america,charles w. stenholm,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,robert s. strauss,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,charls e. walker,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,steven a. wechsler,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,mark a. weinberger,members,person,,,,,,,
american council for capital formation,unconvinced of agw,usa,north america,john c. whitehead,members,person,,,,,,,
american energy alliance,unconvinced of agw,usa,north america,thomas j. pyle,members,person,,,,,,,
american energy alliance,unconvinced of agw,usa,north america,lisa wallace,members,person,,,,,,,
american energy alliance,unconvinced of agw,usa,north america,daniel r. simmons,members,person,unconvinced of agw,,,,,,
american energy alliance,unconvinced of agw,usa,north america,dustin deberry,members,person,,,,,,,
american energy alliance,unconvinced of agw,usa,north america,mike morrison,members,person,,,,,,,
american energy alliance,unconvinced of agw,usa,north america,chris warren,members,person,,,,,,,
american energy freedom center,unconvinced of agw,usa,north america,george f. allen,members,person,unconvinced of agw,,,,,,
american energy freedom center,unconvinced of agw,usa,north america,alexandra liddy bourne,members,person,unconvinced of agw,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,gary marx,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,mitt romney,members,person,unconvinced of agw,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,jay sekulow,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,george landrith,members,person,unconvinced of agw,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,pat robertson,members,person,unconvinced of agw,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,paul weyrich,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,gary bauer,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,lou sheldon,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,gary jarmin,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,rob schenck,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,anthony verdugo,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,jay richards,members,person,unconvinced of agw,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,preston noelle,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,grover norquist,members,person,unconvinced of agw,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,tim philips,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,andrew roth,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,stephanie stone,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,amy ridenour,members,person,unconvinced of agw,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,jim martin,members,person,unconvinced of agw,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,dick patten,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,jason wright,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,don irvine,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,philip jauregui,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,jack rohrer,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,larry cirignano,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,colin hanna,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,tim echols,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,doug bandow,members,person,unconvinced of agw,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,citizen outreach,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,bill greene,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,jeff mazella,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,pat michaels,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,steven milloy,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,amanda hydro,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,stuart barton,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,gary palmer,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,w. hudson,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,morley instiute,members,person,,,,,,,
american environmental coalition,unconvinced of agw,usa,north america,becky norton dunlop,members,person,unconvinced of agw,,,,,,
american family association,unconvinced of agw,usa,north america,forrest sheffield,members,person,,,,,,,
american family association,unconvinced of agw,usa,north america,jack williams,members,person,,,,,,,
american family association,unconvinced of agw,usa,north america,gayle alexander,members,person,,,,,,,
american family association,unconvinced of agw,usa,north america,curtis petrey,members,person,,,,,,,
